Folder	Parent_Image	Image_name	Nuclei Detection	Double Counting Analysis	Elimination Processes
Fibers	Set2_A_H1_DAPI_STACK.tif	Set2_A_H1_DAPI_STACK_s1-2.png	49	31	31
Fibers	Set2_A_H1_DAPI_STACK.tif	Set2_A_H1_DAPI_STACK_s3-4.png	101	65	65
Fibers	Set2_A_H1_DAPI_STACK.tif	Set2_A_H1_DAPI_STACK_s5-6.png	76	58	59
Fibers	Set2_A_H1_DAPI_STACK.tif	Set2_A_H1_DAPI_STACK_s7-8.png	98	47	45
Fibers	Set2_A_H1_DAPI_STACK.tif	Set2_A_H1_DAPI_STACK_s9-10.png	96	81	81
Fibers	Set2_A_H2_DAPI_STACK.tif	Set2_A_H2_DAPI_STACK_s1-2.png	52	49	41
Fibers	Set2_A_H2_DAPI_STACK.tif	Set2_A_H2_DAPI_STACK_s3-4.png	133	114	112
Fibers	Set2_A_H2_DAPI_STACK.tif	Set2_A_H2_DAPI_STACK_s5-6.png	164	154	151
Fibers	Set2_A_H2_DAPI_STACK.tif	Set2_A_H2_DAPI_STACK_s7-8.png	89	73	67
Fibers	Set2_A_H2_DAPI_STACK.tif	Set2_A_H2_DAPI_STACK_s9-10.png	39	37	21
Fibers	Set2_A_H3_DAPI_STACK.tif	Set2_A_H3_DAPI_STACK_s1-2.png	80	53	48
Fibers	Set2_A_H3_DAPI_STACK.tif	Set2_A_H3_DAPI_STACK_s3-4.png	138	70	68
Fibers	Set2_A_H3_DAPI_STACK.tif	Set2_A_H3_DAPI_STACK_s5-6.png	201	147	146
Fibers	Set2_A_H3_DAPI_STACK.tif	Set2_A_H3_DAPI_STACK_s7-8.png	154	94	89
Fibers	Set2_A_H3_DAPI_STACK.tif	Set2_A_H3_DAPI_STACK_s9-10.png	122	106	104
Fibers	Set2_A_H4_DAPI_STACK.tif	Set2_A_H4_DAPI_STACK_s1-2.png	121	100	99
Fibers	Set2_A_H4_DAPI_STACK.tif	Set2_A_H4_DAPI_STACK_s3-4.png	68	58	58
Fibers	Set2_A_H4_DAPI_STACK.tif	Set2_A_H4_DAPI_STACK_s5-6.png	56	51	50
Fibers	Set2_A_H4_DAPI_STACK.tif	Set2_A_H4_DAPI_STACK_s7-8.png	46	34	32
Fibers	Set2_A_H4_DAPI_STACK.tif	Set2_A_H4_DAPI_STACK_s9-10.png	34	29	23
Fibers	Set2_A_H5_DAPI_STACK.tif	Set2_A_H5_DAPI_STACK_s1-2.png	58	52	54
Fibers	Set2_A_H5_DAPI_STACK.tif	Set2_A_H5_DAPI_STACK_s3-4.png	145	140	145
Fibers	Set2_A_H5_DAPI_STACK.tif	Set2_A_H5_DAPI_STACK_s5-6.png	61	53	54
Fibers	Set2_A_H5_DAPI_STACK.tif	Set2_A_H5_DAPI_STACK_s7-8.png	70	68	68
Fibers	Set2_A_H5_DAPI_STACK.tif	Set2_A_H5_DAPI_STACK_s9-10.png	31	29	27
Fibers	Set2_I_H1_DAPI_STACK.tif	Set2_I_H1_DAPI_STACK_s1-2.png	49	31	31
Fibers	Set2_I_H1_DAPI_STACK.tif	Set2_I_H1_DAPI_STACK_s3-4.png	101	65	65
Fibers	Set2_I_H1_DAPI_STACK.tif	Set2_I_H1_DAPI_STACK_s5-6.png	76	58	59
Fibers	Set2_I_H1_DAPI_STACK.tif	Set2_I_H1_DAPI_STACK_s7-8.png	98	47	45
Fibers	Set2_I_H1_DAPI_STACK.tif	Set2_I_H1_DAPI_STACK_s9-10.png	96	81	81
Fibers	Set2_I_H2_DAPI_STACK.tif	Set2_I_H2_DAPI_STACK_s1-2.png	52	49	41
Fibers	Set2_I_H2_DAPI_STACK.tif	Set2_I_H2_DAPI_STACK_s3-4.png	133	114	112
Fibers	Set2_I_H2_DAPI_STACK.tif	Set2_I_H2_DAPI_STACK_s5-6.png	164	154	151
Fibers	Set2_I_H2_DAPI_STACK.tif	Set2_I_H2_DAPI_STACK_s7-8.png	89	73	67
Fibers	Set2_I_H2_DAPI_STACK.tif	Set2_I_H2_DAPI_STACK_s9-10.png	39	37	21
Fibers	Set2_I_H3_DAPI_STACK.tif	Set2_I_H3_DAPI_STACK_s1-2.png	80	53	48
Fibers	Set2_I_H3_DAPI_STACK.tif	Set2_I_H3_DAPI_STACK_s3-4.png	138	70	68
Fibers	Set2_I_H3_DAPI_STACK.tif	Set2_I_H3_DAPI_STACK_s5-6.png	201	147	146
Fibers	Set2_I_H3_DAPI_STACK.tif	Set2_I_H3_DAPI_STACK_s7-8.png	154	94	89
Fibers	Set2_I_H3_DAPI_STACK.tif	Set2_I_H3_DAPI_STACK_s9-10.png	122	106	104
Fibers	Set2_I_H4_DAPI_STACK.tif	Set2_I_H4_DAPI_STACK_s1-2.png	121	100	99
Fibers	Set2_I_H4_DAPI_STACK.tif	Set2_I_H4_DAPI_STACK_s3-4.png	68	58	58
Fibers	Set2_I_H4_DAPI_STACK.tif	Set2_I_H4_DAPI_STACK_s5-6.png	56	51	50
Fibers	Set2_I_H4_DAPI_STACK.tif	Set2_I_H4_DAPI_STACK_s7-8.png	46	34	32
Fibers	Set2_I_H4_DAPI_STACK.tif	Set2_I_H4_DAPI_STACK_s9-10.png	34	29	23
Fibers	Set2_I_H5_DAPI_STACK.tif	Set2_I_H5_DAPI_STACK_s1-2.png	58	52	54
Fibers	Set2_I_H5_DAPI_STACK.tif	Set2_I_H5_DAPI_STACK_s3-4.png	145	140	145
Fibers	Set2_I_H5_DAPI_STACK.tif	Set2_I_H5_DAPI_STACK_s5-6.png	61	53	54
Fibers	Set2_I_H5_DAPI_STACK.tif	Set2_I_H5_DAPI_STACK_s7-8.png	70	68	68
Fibers	Set2_I_H5_DAPI_STACK.tif	Set2_I_H5_DAPI_STACK_s9-10.png	31	29	27
Warps	Set2_A_K1_DAPI_STACK.tif	Set2_A_K1_DAPI_STACK_s1-2.png	150	122	121
Warps	Set2_A_K1_DAPI_STACK.tif	Set2_A_K1_DAPI_STACK_s3-4.png	195	126	126
Warps	Set2_A_K1_DAPI_STACK.tif	Set2_A_K1_DAPI_STACK_s5-6.png	278	199	197
Warps	Set2_A_K1_DAPI_STACK.tif	Set2_A_K1_DAPI_STACK_s7-8.png	351	278	273
Warps	Set2_A_K1_DAPI_STACK.tif	Set2_A_K1_DAPI_STACK_s9-10.png	151	112	111
Warps	Set2_A_K2_DAPI_STACK.tif	Set2_A_K2_DAPI_STACK_s1-2.png	256	245	242
Warps	Set2_A_K2_DAPI_STACK.tif	Set2_A_K2_DAPI_STACK_s3-4.png	197	172	165
Warps	Set2_A_K2_DAPI_STACK.tif	Set2_A_K2_DAPI_STACK_s5-6.png	107	98	96
Warps	Set2_A_K2_DAPI_STACK.tif	Set2_A_K2_DAPI_STACK_s7-8.png	58	39	36
Warps	Set2_A_K2_DAPI_STACK.tif	Set2_A_K2_DAPI_STACK_s9-10.png	48	46	38
Warps	Set2_A_K3_DAPI_STACK.tif	Set2_A_K3_DAPI_STACK_s1-2.png	176	170	165
Warps	Set2_A_K3_DAPI_STACK.tif	Set2_A_K3_DAPI_STACK_s3-4.png	197	182	179
Warps	Set2_A_K3_DAPI_STACK.tif	Set2_A_K3_DAPI_STACK_s5-6.png	128	60	60
Warps	Set2_A_K3_DAPI_STACK.tif	Set2_A_K3_DAPI_STACK_s7-8.png	88	52	45
Warps	Set2_A_K3_DAPI_STACK.tif	Set2_A_K3_DAPI_STACK_s9-10.png	86	38	36
Warps	Set2_A_K4_DAPI_STACK.tif	Set2_A_K4_DAPI_STACK_s1-2.png	159	152	143
Warps	Set2_A_K4_DAPI_STACK.tif	Set2_A_K4_DAPI_STACK_s3-4.png	123	106	102
Warps	Set2_A_K4_DAPI_STACK.tif	Set2_A_K4_DAPI_STACK_s5-6.png	95	82	67
Warps	Set2_A_K4_DAPI_STACK.tif	Set2_A_K4_DAPI_STACK_s7-8.png	77	67	60
Warps	Set2_A_K4_DAPI_STACK.tif	Set2_A_K4_DAPI_STACK_s9-10.png	58	52	39
Warps	Set2_I_K1_DAPI_STACK.tif	Set2_I_K1_DAPI_STACK_s1-2.png	108	106	106
Warps	Set2_I_K1_DAPI_STACK.tif	Set2_I_K1_DAPI_STACK_s3-4.png	210	189	192
Warps	Set2_I_K1_DAPI_STACK.tif	Set2_I_K1_DAPI_STACK_s5-6.png	187	175	171
Warps	Set2_I_K1_DAPI_STACK.tif	Set2_I_K1_DAPI_STACK_s7-8.png	103	86	84
Warps	Set2_I_K1_DAPI_STACK.tif	Set2_I_K1_DAPI_STACK_s9-10.png	70	66	62
Warps	Set2_I_K2_DAPI_STACK.tif	Set2_I_K2_DAPI_STACK_s1-2.png	100	69	80
Warps	Set2_I_K2_DAPI_STACK.tif	Set2_I_K2_DAPI_STACK_s3-4.png	182	119	126
Warps	Set2_I_K2_DAPI_STACK.tif	Set2_I_K2_DAPI_STACK_s5-6.png	190	141	143
Warps	Set2_I_K2_DAPI_STACK.tif	Set2_I_K2_DAPI_STACK_s7-8.png	176	112	111
Warps	Set2_I_K2_DAPI_STACK.tif	Set2_I_K2_DAPI_STACK_s9-10.png	107	94	95
Warps	Set2_I_K3_DAPI_STACK.tif	Set2_I_K3_DAPI_STACK_s1-2.png	66	61	62
Warps	Set2_I_K3_DAPI_STACK.tif	Set2_I_K3_DAPI_STACK_s3-4.png	141	128	115
Warps	Set2_I_K3_DAPI_STACK.tif	Set2_I_K3_DAPI_STACK_s5-6.png	129	112	85
Warps	Set2_I_K3_DAPI_STACK.tif	Set2_I_K3_DAPI_STACK_s7-8.png	89	77	69
Warps	Set2_I_K3_DAPI_STACK.tif	Set2_I_K3_DAPI_STACK_s9-10.png	81	77	61
Warps	Set2_I_K4_DAPI_STACK.tif	Set2_I_K4_DAPI_STACK_s1-2.png	161	125	124
Warps	Set2_I_K4_DAPI_STACK.tif	Set2_I_K4_DAPI_STACK_s3-4.png	232	141	139
Warps	Set2_I_K4_DAPI_STACK.tif	Set2_I_K4_DAPI_STACK_s5-6.png	227	152	124
Warps	Set2_I_K4_DAPI_STACK.tif	Set2_I_K4_DAPI_STACK_s7-8.png	166	104	56
Warps	Set2_I_K4_DAPI_STACK.tif	Set2_I_K4_DAPI_STACK_s9-10.png	113	88	70
Warps	Set2_I_K5_DAPI_STACK.tif	Set2_I_K5_DAPI_STACK_s1-2.png	100	74	72
Warps	Set2_I_K5_DAPI_STACK.tif	Set2_I_K5_DAPI_STACK_s3-4.png	202	157	147
Warps	Set2_I_K5_DAPI_STACK.tif	Set2_I_K5_DAPI_STACK_s5-6.png	228	153	133
Warps	Set2_I_K5_DAPI_STACK.tif	Set2_I_K5_DAPI_STACK_s7-8.png	235	163	136
Warps	Set2_I_K5_DAPI_STACK.tif	Set2_I_K5_DAPI_STACK_s9-10.png	133	118	78
Warps	Set2_M_K1_DAPI_STACK.tif	Set2_M_K1_DAPI_STACK_s1-2.png	341	295	292
Warps	Set2_M_K1_DAPI_STACK.tif	Set2_M_K1_DAPI_STACK_s3-4.png	334	265	233
Warps	Set2_M_K1_DAPI_STACK.tif	Set2_M_K1_DAPI_STACK_s5-6.png	235	211	155
Warps	Set2_M_K1_DAPI_STACK.tif	Set2_M_K1_DAPI_STACK_s7-8.png	165	133	104
Warps	Set2_M_K1_DAPI_STACK.tif	Set2_M_K1_DAPI_STACK_s9-10.png	127	116	74
Warps	Set2_M_K2_DAPI_STACK.tif	Set2_M_K2_DAPI_STACK_s1-2.png	85	63	63
Warps	Set2_M_K2_DAPI_STACK.tif	Set2_M_K2_DAPI_STACK_s3-4.png	279	225	217
Warps	Set2_M_K2_DAPI_STACK.tif	Set2_M_K2_DAPI_STACK_s5-6.png	317	259	248
Warps	Set2_M_K2_DAPI_STACK.tif	Set2_M_K2_DAPI_STACK_s7-8.png	251	175	161
Warps	Set2_M_K2_DAPI_STACK.tif	Set2_M_K2_DAPI_STACK_s9-10.png	175	148	132
Warps	Set2_M_K3_DAPI_STACK.tif	Set2_M_K3_DAPI_STACK_s1-2.png	208	191	180
Warps	Set2_M_K3_DAPI_STACK.tif	Set2_M_K3_DAPI_STACK_s3-4.png	386	347	307
Warps	Set2_M_K3_DAPI_STACK.tif	Set2_M_K3_DAPI_STACK_s5-6.png	297	257	192
Warps	Set2_M_K3_DAPI_STACK.tif	Set2_M_K3_DAPI_STACK_s7-8.png	248	211	164
Warps	Set2_M_K3_DAPI_STACK.tif	Set2_M_K3_DAPI_STACK_s9-10.png	202	188	117
Warps	Set2_M_K4_DAPI_STACK.tif	Set2_M_K4_DAPI_STACK_s1-2.png	320	302	296
Warps	Set2_M_K4_DAPI_STACK.tif	Set2_M_K4_DAPI_STACK_s3-4.png	369	322	306
Warps	Set2_M_K4_DAPI_STACK.tif	Set2_M_K4_DAPI_STACK_s5-6.png	217	183	146
Warps	Set2_M_K4_DAPI_STACK.tif	Set2_M_K4_DAPI_STACK_s7-8.png	194	163	133
Warps	Set2_M_K4_DAPI_STACK.tif	Set2_M_K4_DAPI_STACK_s9-10.png	156	135	98
Warps	Set2_M_K5_DAPI_STACK.tif	Set2_M_K5_DAPI_STACK_s1-2.png	254	222	213
Warps	Set2_M_K5_DAPI_STACK.tif	Set2_M_K5_DAPI_STACK_s3-4.png	394	327	310
Warps	Set2_M_K5_DAPI_STACK.tif	Set2_M_K5_DAPI_STACK_s5-6.png	351	279	219
Warps	Set2_M_K5_DAPI_STACK.tif	Set2_M_K5_DAPI_STACK_s7-8.png	228	177	133
Warps	Set2_M_K5_DAPI_STACK.tif	Set2_M_K5_DAPI_STACK_s9-10.png	194	165	135
Warps	Set2_M_K6_DAPI_STACK.tif	Set2_M_K6_DAPI_STACK_s1-2.png	182	165	160
Warps	Set2_M_K6_DAPI_STACK.tif	Set2_M_K6_DAPI_STACK_s3-4.png	339	282	266
Warps	Set2_M_K6_DAPI_STACK.tif	Set2_M_K6_DAPI_STACK_s5-6.png	335	270	235
Warps	Set2_M_K6_DAPI_STACK.tif	Set2_M_K6_DAPI_STACK_s7-8.png	267	209	176
Warps	Set2_M_K6_DAPI_STACK.tif	Set2_M_K6_DAPI_STACK_s9-10.png	212	176	133
Fibers	Set4_A_H1_DAPI_STACK.tif	Set4_A_H1_DAPI_STACK_s1-2.png	54	51	49
Fibers	Set4_A_H1_DAPI_STACK.tif	Set4_A_H1_DAPI_STACK_s3-4.png	109	91	86
Fibers	Set4_A_H1_DAPI_STACK.tif	Set4_A_H1_DAPI_STACK_s5-6.png	157	144	123
Fibers	Set4_A_H1_DAPI_STACK.tif	Set4_A_H1_DAPI_STACK_s7-8.png	177	159	126
Fibers	Set4_A_H1_DAPI_STACK.tif	Set4_A_H1_DAPI_STACK_s9-10.png	161	154	108
Fibers	Set4_A_H2_DAPI_STACK.tif	Set4_A_H2_DAPI_STACK_s1-2.png	70	69	62
Fibers	Set4_A_H2_DAPI_STACK.tif	Set4_A_H2_DAPI_STACK_s3-4.png	57	50	40
Fibers	Set4_A_H2_DAPI_STACK.tif	Set4_A_H2_DAPI_STACK_s5-6.png	57	52	39
Fibers	Set4_A_H2_DAPI_STACK.tif	Set4_A_H2_DAPI_STACK_s7-8.png	41	37	23
Fibers	Set4_A_H2_DAPI_STACK.tif	Set4_A_H2_DAPI_STACK_s9-10.png	0	0	0
Fibers	Set4_A_H3_DAPI_STACK.tif	Set4_A_H3_DAPI_STACK_s1-2.png	70	62	54
Fibers	Set4_A_H3_DAPI_STACK.tif	Set4_A_H3_DAPI_STACK_s3-4.png	146	125	114
Fibers	Set4_A_H3_DAPI_STACK.tif	Set4_A_H3_DAPI_STACK_s5-6.png	104	90	82
Fibers	Set4_A_H3_DAPI_STACK.tif	Set4_A_H3_DAPI_STACK_s7-8.png	93	82	67
Fibers	Set4_A_H3_DAPI_STACK.tif	Set4_A_H3_DAPI_STACK_s9-10.png	85	76	48
Fibers	Set4_A_H4_DAPI_STACK.tif	Set4_A_H4_DAPI_STACK_s1-2.png	83	74	71
Fibers	Set4_A_H4_DAPI_STACK.tif	Set4_A_H4_DAPI_STACK_s3-4.png	138	123	112
Fibers	Set4_A_H4_DAPI_STACK.tif	Set4_A_H4_DAPI_STACK_s5-6.png	225	190	172
Fibers	Set4_A_H4_DAPI_STACK.tif	Set4_A_H4_DAPI_STACK_s7-8.png	190	158	113
Fibers	Set4_A_H4_DAPI_STACK.tif	Set4_A_H4_DAPI_STACK_s9-10.png	92	77	42
Fibers	Set4_A_H5_DAPI_STACK.tif	Set4_A_H5_DAPI_STACK_s1-2.png	83	73	72
Fibers	Set4_A_H5_DAPI_STACK.tif	Set4_A_H5_DAPI_STACK_s3-4.png	154	131	125
Fibers	Set4_A_H5_DAPI_STACK.tif	Set4_A_H5_DAPI_STACK_s5-6.png	204	185	159
Fibers	Set4_A_H5_DAPI_STACK.tif	Set4_A_H5_DAPI_STACK_s7-8.png	169	149	100
Fibers	Set4_A_H5_DAPI_STACK.tif	Set4_A_H5_DAPI_STACK_s9-10.png	97	84	59
Fibers	Set4_I_H1_DAPI_STACK.tif	Set4_I_H1_DAPI_STACK_s1-2.png	64	55	48
Fibers	Set4_I_H1_DAPI_STACK.tif	Set4_I_H1_DAPI_STACK_s3-4.png	109	100	85
Fibers	Set4_I_H1_DAPI_STACK.tif	Set4_I_H1_DAPI_STACK_s5-6.png	204	169	134
Fibers	Set4_I_H1_DAPI_STACK.tif	Set4_I_H1_DAPI_STACK_s7-8.png	156	124	88
Fibers	Set4_I_H1_DAPI_STACK.tif	Set4_I_H1_DAPI_STACK_s9-10.png	125	112	71
Fibers	Set4_I_H2_DAPI_STACK.tif	Set4_I_H2_DAPI_STACK_s1-2.png	126	109	90
